Wall time,Step,Value
1765982675.501613,88,1.2999999523162842
1765982688.747911,89,-1.0499999523162842
1765982702.5872297,90,-0.9900000095367432
1765982716.2060573,91,2.25
1765982729.9966397,92,0.6800000071525574
1765982744.0858405,93,1.7100000381469727
1765982759.5524065,94,2.2899999618530273
1765982774.1648648,95,2.0199999809265137
1765982788.6119037,96,1.2899999618530273
1765982802.2056668,97,0.07000000029802322
1765982816.025033,98,0.8999999761581421
1765982830.03055,99,-0.4099999964237213
1765982844.3635118,100,1.9700000286102295
1765982859.7530606,101,0.6700000166893005
1765982875.7297404,102,-1.0
1765982891.3168259,103,-2.0999999046325684
1765982909.6951365,104,1.149999976158142
1765982927.5149615,105,1.4800000190734863
1765982948.4416554,106,0.3100000023841858
1765982966.1498098,107,-0.33000001311302185
1765982982.984224,108,-0.25999999046325684
1765983000.7147717,109,0.9800000190734863
1765983034.3122408,110,-1.2699999809265137
1765983076.3947735,111,-0.5199999809265137
1765983116.9784703,112,-0.10000000149011612
1765983157.1323116,113,-0.8500000238418579
1765983201.578997,114,-1.0299999713897705
1765983247.2497265,115,0.5099999904632568
1765983291.4573734,116,-0.4699999988079071
1765983332.9377377,117,-0.4399999976158142
1765983376.4557698,118,-0.5199999809265137
1765983422.952215,119,1.0700000524520874
1765983470.3085184,120,0.12999999523162842
1765983517.8617935,121,0.6600000262260437
1765983568.7356052,122,1.659999966621399
1765983617.3042166,123,-2.0
1765983670.5331182,124,-2.1500000953674316
1765983717.126182,125,-0.36000001430511475
1765983763.993339,126,0.3199999928474426
1765983817.0609217,127,-3.059999942779541
1765983866.1602767,128,1.4500000476837158
1765983917.2674532,129,-3.2100000381469727
1765983975.3896499,130,-1.3899999856948853
1765984027.6709168,131,1.7300000190734863
1765984080.9325962,132,-0.6000000238418579
1765984137.9692113,133,0.47999998927116394
1765984197.3902612,134,-1.440000057220459
1765984256.7286198,135,-2.440000057220459
1765984317.5251684,136,0.3400000035762787
1765984381.3972151,137,0.15000000596046448
1765984447.6652265,138,-0.7400000095367432
1765984499.4382849,139,-0.6200000047683716
1765984550.4297624,140,-0.949999988079071
1765984597.028244,141,0.9200000166893005
1765984645.7539232,142,-1.6699999570846558
1765984702.7117507,143,-0.6700000166893005
1765984757.1226854,144,-0.8600000143051147
1765984814.0373302,145,1.090000033378601
1765984872.8465352,146,2.0899999141693115
1765984931.73395,147,1.8799999952316284
1765984995.8692198,148,-1.6399999856948853
1765985055.988064,149,0.1599999964237213
1765985120.7811027,150,-2.2200000286102295
1765985184.9106903,151,-2.4600000381469727
1765985245.7772298,152,-1.7999999523162842
1765985305.8058438,153,-0.8999999761581421
1765985372.1591232,154,-0.3700000047683716
1765985439.3092604,155,-1.6399999856948853
1765985509.0012412,156,-0.9900000095367432
1765985577.8184652,157,-0.5699999928474426
1765985645.3819954,158,-2.4100000858306885
1765985708.2678425,159,0.6800000071525574
1765985772.8205686,160,2.109999895095825
1765985845.1873043,161,-1.3799999952316284
1765985912.898518,162,0.5299999713897705
1765985979.0965376,163,1.7999999523162842
1765986048.9693015,164,-0.3199999928474426
1765986122.296516,165,0.7900000214576721
1765986194.3453767,166,-2.069999933242798
1765986263.4779794,167,-2.4100000858306885
1765986341.4530597,168,-0.9700000286102295
1765986414.992817,169,-0.27000001072883606
1765986481.4698262,170,-0.07000000029802322
1765986550.8015482,171,-0.27000001072883606
1765986621.0163267,172,-0.2199999988079071
1765986688.3118768,173,-3.0899999141693115
1765986757.990386,174,2.3299999237060547
1765986839.794881,175,0.6200000047683716
1765986915.1687753,176,-2.930000066757202
1765986995.1255817,177,-0.3400000035762787
1765987083.45338,178,-0.17000000178813934
1765987162.8742292,179,-3.4800000190734863
1765987242.5784054,180,0.3199999928474426
1765987328.9176378,181,0.2800000011920929
1765987414.9002368,182,0.9599999785423279
1765987501.7661424,183,-1.1399999856948853
1765987591.389547,184,-0.7400000095367432
1765987685.34361,185,-0.9200000166893005
1765987779.8442283,186,-0.2199999988079071
1765987878.7902226,187,-0.4000000059604645
1765987976.133372,188,-0.5899999737739563
1765988077.7229567,189,-1.8899999856948853
1765988176.4622972,190,-1.0299999713897705
1765988284.86945,191,-1.1299999952316284
1765988387.6541789,192,-1.2000000476837158
1765988497.0011332,193,-2.0
1765988603.9624279,194,-3.440000057220459
1765988713.8436778,195,-1.7999999523162842
1765988835.859862,196,-2.690000057220459
1765988940.0164247,197,-0.07000000029802322
1765989058.360738,198,-2.009999990463257
1765989160.8920398,199,0.3199999928474426
1765989282.7495925,200,-0.2800000011920929
1765989383.4002626,201,0.4300000071525574
1765989513.6131213,202,-0.9700000286102295
1765989623.3113728,203,-1.100000023841858
1765989756.0501392,204,0.17000000178813934
1765989866.7818956,205,-1.559999942779541
1765990003.1780574,206,-0.20000000298023224
1765990102.3704307,207,-1.7300000190734863
1765990221.7643669,208,0.7599999904632568
1765990323.2333982,209,0.8700000047683716
1765990443.5310843,210,-2.0799999237060547
1765990548.5930693,211,-1.3899999856948853
1765990667.9234006,212,1.2799999713897705
1765990778.1055076,213,-2.1700000762939453
1765990900.532489,214,0.07000000029802322
1765991013.2660763,215,1.4800000190734863
1765991134.3906782,216,0.8399999737739563
1765991250.6090121,217,-0.20999999344348907
1765991374.8585806,218,1.3899999856948853
1765991493.119179,219,-0.019999999552965164
1765991621.1593575,220,0.8199999928474426
1765991744.560676,221,0.30000001192092896
1765991877.3445504,222,1.7300000190734863
1765991994.2387419,223,1.2400000095367432
1765992129.0618968,224,-0.5899999737739563
1765992248.3195088,225,-0.949999988079071
1765992395.0310526,226,2.0399999618530273
1765992519.477186,227,-0.44999998807907104
1765992668.1716835,228,-0.25999999046325684
1765992802.6534853,229,-2.609999895095825
1765992942.2499278,230,-3.1500000953674316
1765993089.140181,231,0.9300000071525574
1765993220.172532,232,-1.5800000429153442
1765993318.2525456,233,-1.5800000429153442
1765993406.8569894,234,-1.5199999809265137
1765993490.7984958,235,1.340000033378601
1765993594.0014465,236,0.2199999988079071
1765993678.4242449,237,1.899999976158142
1765993778.830016,238,0.6800000071525574
1765993875.2352443,239,-1.0299999713897705
1765993964.2936835,240,0.14000000059604645
1765994077.528013,241,0.05000000074505806
1765994168.6006176,242,1.9199999570846558
1765994281.2047532,243,1.7599999904632568
1765994383.3390815,244,1.659999966621399
1765994490.2442791,245,1.1299999952316284
1765994593.7173889,246,-0.5
1765994690.7834013,247,-0.9700000286102295
1765994813.7184632,248,0.5099999904632568
1765994919.7517557,249,1.7000000476837158
1765995052.9699478,250,0.6299999952316284
1765995164.704968,251,0.8899999856948853
1765995295.9949684,252,1.1399999856948853
1765995407.5450735,253,1.399999976158142
1765995541.7342334,254,0.5400000214576721
1765995657.6739948,255,1.0399999618530273
1765995793.7137318,256,0.41999998688697815
1765995922.9992895,257,2.740000009536743
1765996050.855077,258,0.7099999785423279
1765996180.4317398,259,-1.2599999904632568
1765996313.1607442,260,-0.10000000149011612
1765996460.6721663,261,-0.20000000298023224
1765996588.014825,262,1.2799999713897705
1765996744.1898172,263,0.5299999713897705
1765996885.8862526,264,0.5400000214576721
1765997023.838781,265,-0.5600000023841858
1765997179.8380613,266,1.4500000476837158
1765997322.5941277,267,0.1599999964237213
1765997489.96945,268,1.690000057220459
1765997615.2020154,269,1.7999999523162842
1765997736.8692143,270,0.7900000214576721
1765997864.0498593,271,-0.36000001430511475
1765997986.577067,272,0.019999999552965164
1765998118.8508275,273,1.2000000476837158
1765998203.6296554,274,0.23000000417232513
1765998277.6563354,275,-0.36000001430511475
1765998379.1888235,276,0.800000011920929
1765998463.4199605,277,-0.029999999329447746
1765998550.4524286,278,-0.9900000095367432
1765998649.5936353,279,0.8999999761581421
1765998731.8819728,280,-0.6800000071525574
1765998832.113428,281,-0.4699999988079071
1765998923.1253242,282,1.4800000190734863
1765999005.6431272,283,0.8299999833106995
1765999096.884797,284,0.8799999952316284
1765999172.10654,285,1.5800000429153442
1765999245.5845857,286,1.9600000381469727
1765999342.4544635,287,1.0399999618530273
1765999422.2015755,288,0.8199999928474426
1765999511.6261897,289,1.7999999523162842
1765999609.5481994,290,2.2100000381469727
1765999689.8729653,291,-0.9700000286102295
1765999796.486915,292,-0.3100000023841858
1765999895.7346709,293,0.7099999785423279
1765999995.2183676,294,1.2599999904632568
1766000099.8600621,295,0.28999999165534973
1766000188.671745,296,1.5499999523162842
1766000301.6570804,297,-0.6600000262260437
1766000397.0939653,298,-0.5299999713897705
1766000506.3077707,299,-1.1100000143051147
1766000609.6798189,300,0.30000001192092896
1766000708.8911011,301,2.509999990463257
1766000819.4451497,302,0.14000000059604645
1766000912.4617317,303,-0.11999999731779099
1766001032.6352608,304,1.0800000429153442
1766001128.9686239,305,-0.7300000190734863
1766001247.359658,306,-0.23000000417232513
1766001350.5127997,307,0.6899999976158142
1766001463.8885093,308,2.2200000286102295
1766001569.705069,309,0.4399999976158142
1766001676.3288147,310,1.850000023841858
1766001792.3661575,311,0.3700000047683716
1766001896.3709555,312,0.09000000357627869
1766002019.0924928,313,0.7200000286102295
1766002116.2719839,314,0.09000000357627869
1766002244.5943727,315,0.3499999940395355
1766002345.5001366,316,2.8299999237060547
1766002476.7078247,317,1.2999999523162842
1766002583.169996,318,-0.8899999856948853
1766002717.8919718,319,0.7300000190734863
1766002824.0609806,320,-0.029999999329447746
1766002953.107185,321,-0.2800000011920929
1766003069.4060702,322,-0.20000000298023224
1766003229.2084382,323,1.350000023841858
1766003374.7654295,324,0.7699999809265137
1766003520.2430978,325,0.6399999856948853
1766003682.012068,326,1.2200000286102295
1766003832.8497438,327,1.4500000476837158
1766003994.7134247,328,1.559999942779541
1766004168.5256138,329,1.5099999904632568
1766004330.0136614,330,1.2000000476837158
1766004488.6270134,331,0.5099999904632568
1766004656.70674,332,0.05000000074505806
1766004818.359283,333,1.690000057220459
1766004972.4670854,334,0.6800000071525574
1766005161.352396,335,0.7799999713897705
1766005340.8431559,336,0.20999999344348907
1766005508.0099623,337,0.6299999952316284
1766005686.2576013,338,0.3799999952316284
1766005877.12508,339,0.05000000074505806
1766006070.668395,340,-1.3300000429153442
1766006267.5419328,341,1.7699999809265137
1766006463.827832,342,0.800000011920929
1766006663.1168292,343,1.409999966621399
1766006874.4953246,344,0.9800000190734863
1766007057.7203712,345,1.0
1766007258.1717522,346,-1.4800000190734863
1766007458.9428573,347,-0.47999998927116394
1766007661.7300394,348,0.9300000071525574
1766007866.984197,349,0.25
1766008085.846072,350,-0.30000001192092896
1766008305.8589406,351,0.7400000095367432
1766008530.1419938,352,-0.5799999833106995
1766008754.9749708,353,1.409999966621399
1766008978.9680178,354,1.1699999570846558
1766009200.5149028,355,0.44999998807907104
1766009431.094023,356,1.0499999523162842
1766009671.7978985,357,-0.8500000238418579
1766009915.579153,358,0.9800000190734863
1766010161.427464,359,-0.3400000035762787
1766010386.7497923,360,0.30000001192092896
1766010603.8932507,361,1.2899999618530273
1766010836.4541929,362,0.019999999552965164
1766011062.6715646,363,0.7400000095367432
1766011288.8137422,364,-0.699999988079071
1766011517.5161645,365,0.27000001072883606
1766011742.4708014,366,0.9700000286102295
1766011985.4538002,367,-0.6299999952316284
1766012226.070958,368,1.899999976158142
1766012318.2195873,369,3.059999942779541
1766012395.4727094,370,1.7000000476837158
1766012482.6169252,371,2.109999895095825
1766012570.225785,372,2.609999895095825
1766012644.240966,373,2.7899999618530273
1766012739.7200902,374,3.5
1766012832.4271314,375,0.2199999988079071
1766012914.7189357,376,2.9200000762939453
1766013026.890751,377,1.5499999523162842
1766013114.3126175,378,3.869999885559082
1766013219.0322702,379,0.6499999761581421
1766013324.1774447,380,0.029999999329447746
1766013432.2593105,381,1.649999976158142
1766013531.3400326,382,1.340000033378601
1766013616.300609,383,1.340000033378601
1766013721.8576508,384,1.850000023841858
1766013819.6939805,385,0.7900000214576721
1766013917.8437998,386,1.3899999856948853
1766014025.2198448,387,4.489999771118164
1766014118.7832248,388,1.9600000381469727
1766014240.3154855,389,1.8600000143051147
1766014330.7221498,390,0.9100000262260437
1766014447.2509942,391,2.9200000762939453
1766014547.636222,392,3.569999933242798
1766014664.0515535,393,1.2599999904632568
1766014779.043694,394,1.6399999856948853
1766014898.583223,395,0.8399999737739563
1766015017.2312436,396,1.5199999809265137
1766015137.9704752,397,2.5
1766015260.9742858,398,1.9299999475479126
1766015388.2238116,399,1.7300000190734863
1766015511.0222096,400,1.8200000524520874
1766015644.156141,401,2.059999942779541
1766015770.0318706,402,2.0999999046325684
1766015913.2025309,403,0.800000011920929
1766016026.9356606,404,4.760000228881836
1766016179.3355343,405,3.069999933242798
1766016319.1958907,406,0.25
1766016465.047541,407,2.3299999237060547
1766016613.133556,408,0.17000000178813934
1766016747.6426575,409,1.9700000286102295
1766016911.7515903,410,2.25
1766017065.625794,411,2.109999895095825
1766017214.4859295,412,0.5400000214576721
1766017382.6879923,413,0.41999998688697815
1766017543.893047,414,0.7400000095367432
1766017693.7985017,415,0.7200000286102295
1766017868.7659974,416,2.0799999237060547
1766018032.1271462,417,0.5400000214576721
1766018182.0537803,418,2.5199999809265137
1766018359.4398305,419,1.350000023841858
1766018530.6652045,420,2.130000114440918
1766018690.374589,421,2.200000047683716
1766018875.625395,422,0.8799999952316284
1766019068.4383268,423,2.5199999809265137
1766019259.309073,424,2.630000114440918
1766019447.484506,425,2.6500000953674316
1766019631.4229445,426,2.890000104904175
1766019834.1337025,427,0.550000011920929
1766020037.7807047,428,2.9100000858306885
1766020236.8916838,429,0.7400000095367432
1766020427.5619307,430,2.5
1766020616.689515,431,1.590000033378601
1766020813.495584,432,-0.2800000011920929
1766021021.9149628,433,0.5799999833106995
1766021243.719165,434,2.309999942779541
1766021466.21987,435,0.5099999904632568
1766021687.1513526,436,-0.019999999552965164
1766021915.250738,437,1.9700000286102295
1766021998.4175467,438,1.850000023841858
1766022072.0672724,439,4.099999904632568
1766022155.6878412,440,2.0299999713897705
1766022232.80764,441,4.380000114440918
1766022318.594408,442,2.759999990463257
1766022414.9686925,443,2.569999933242798
1766022495.2195668,444,2.9200000762939453
1766022599.9430695,445,2.450000047683716
1766022692.9238186,446,1.5399999618530273
1766022792.40601,447,2.069999933242798
1766022906.3132627,448,4.010000228881836
1766023005.1431758,449,2.6700000762939453
1766023128.6873605,450,3.369999885559082
1766023234.9066622,451,-1.4800000190734863
1766023369.1744804,452,2.7200000286102295
1766023477.164416,453,0.18000000715255737
1766023611.8902993,454,2.109999895095825
1766023730.29968,455,1.7799999713897705
1766023870.0314887,456,3.0899999141693115
1766024001.5641406,457,-0.07000000029802322
1766024138.4932086,458,1.600000023841858
1766024280.394484,459,2.009999990463257
